"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"59627","346005.66","346005.66","346005.66","","","","","",""
"59636","","","","","","","765452","765452","765452"
"59644","","","","346284.75","346284.75","346284.75","","",""
"59645","346098.7","346098.7","346098.7","","","","","",""
"59647","","","","","","","765596.25","765596.25","765596.25"
"59658","","","","","","","765740.44","765740.44","765740.44"
"59662","","","","346377.78","346377.78","346377.78","","",""
"59663","346191.72","346191.72","346191.72","","","","","",""
"59669","","","","","","","765884.7","765884.7","765884.7"
"59680","","","","346470.8","346470.8","346470.8","766028.94","766028.94","766028.94"
"59681","346284.75","346284.75","346284.75","","","","","",""
"59691","","","","","","","766173.2","766173.2","766173.2"
"59698","","","","346563.84","346563.84","346563.84","","",""
"59699","346377.78","346377.78","346377.78","","","","","",""
"59702","","","","","","","766317.4","766317.4","766317.4"
"59713","","","","","","","766461.6","766461.6","766461.6"
"59716","","","","346656.9","346656.9","346656.9","","",""
"59717","346470.8","346470.8","346470.8","","","","","",""
"59724","","","","","","","766605.9","766605.9","766605.9"
"59734","","","","346749.94","346749.94","346749.94","","",""
"59735","346563.84","346563.84","346563.84","","","","766750.1","766750.1","766750.1"
"59746","","","","","","","766894.3","766894.3","766894.3"
"59753","346656.9","346656.9","346656.9","","","","","",""
"59757","","","","","","","767038.56","767038.56","767038.56"
"59758","","","","346842.97","346842.97","346842.97","","",""
"59768","","","","","","","767182.8","767182.8","767182.8"
"59771","346749.94","346749.94","346749.94","","","","","",""
"59776","","","","346936","346936","346936","","",""
"59779","","","","","","","767327.06","767327.06","767327.06"
"59790","","","","","","","767471.25","767471.25","767471.25"
"59794","","","","347029.03","347029.03","347029.03","","",""
"59797","346842.97","346842.97","346842.97","","","","","",""
"59801","","","","","","","767615.5","767615.5","767615.5"
"59812","","","","347122.06","347122.06","347122.06","767759.75","767759.75","767759.75"
"59815","346936","346936","346936","","","","","",""
"59823","","","","","","","767904","767904","767904"
"59830","","","","347215.1","347215.1","347215.1","","",""
"59833","347029.03","347029.03","347029.03","","","","","",""
"59834","","","","","","","768048.2","768048.2","768048.2"
"59845","","","","","","","768192.44","768192.44","768192.44"
"59848","","","","347308.12","347308.12","347308.12","","",""
"59851","347122.06","347122.06","347122.06","","","","","",""
"59856","","","","","","","768336.7","768336.7","768336.7"
"59866","","","","347401.16","347401.16","347401.16","","",""
"59867","","","","","","","768480.94","768480.94","768480.94"
"59869","347215.1","347215.1","347215.1","","","","","",""
"59878","","","","","","","768625.1","768625.1","768625.1"
"59884","","","","347494.22","347494.22","347494.22","","",""
"59887","347308.12","347308.12","347308.12","","","","","",""
"59889","","","","","","","768769.4","768769.4","768769.4"
"59900","","","","","","","768913.6","768913.6","768913.6"
"59902","","","","347587.25","347587.25","347587.25","","",""
"59905","347401.16","347401.16","347401.16","","","","","",""
"59917","","","","","","","769057.9","769057.9","769057.9"
"59920","","","","347680.28","347680.28","347680.28","","",""
"59923","347494.22","347494.22","347494.22","","","","","",""
"59928","","","","","","","769202.06","769202.06","769202.06"
"59938","","","","347773.3","347773.3","347773.3","","",""
"59939","","","","","","","769346.3","769346.3","769346.3"
"59941","347587.25","347587.25","347587.25","","","","","",""
"59950","","","","","","","769490.56","769490.56","769490.56"
"59956","","","","347866.34","347866.34","347866.34","","",""
"59959","347680.28","347680.28","347680.28","","","","","",""
"59961","","","","","","","769634.8","769634.8","769634.8"
"59972","","","","","","","769779","769779","769779"
"59974","","","","347959.38","347959.38","347959.38","","",""
"59977","347773.3","347773.3","347773.3","","","","","",""
"59983","","","","","","","769923.25","769923.25","769923.25"
"59992","","","","348052.4","348052.4","348052.4","","",""
"59994","","","","","","","770067.5","770067.5","770067.5"
"59995","347866.34","347866.34","347866.34","","","","","",""
"60005","","","","","","","770211.75","770211.75","770211.75"
"60010","","","","348145.44","348145.44","348145.44","","",""
"60013","347959.38","347959.38","347959.38","","","","","",""
"60016","","","","","","","770355.94","770355.94","770355.94"
"60027","","","","","","","770500.2","770500.2","770500.2"
"60028","","","","348238.47","348238.47","348238.47","","",""
"60031","348052.4","348052.4","348052.4","","","","","",""
"60038","","","","","","","770644.44","770644.44","770644.44"
"60046","","","","348331.5","348331.5","348331.5","","",""
"60049","348145.44","348145.44","348145.44","","","","770788.7","770788.7","770788.7"
"60060","","","","","","","770932.9","770932.9","770932.9"
"60064","","","","348424.56","348424.56","348424.56","","",""
"60067","348238.47","348238.47","348238.47","","","","","",""
"60071","","","","","","","771077.1","771077.1","771077.1"
"60082","","","","348517.6","348517.6","348517.6","771221.4","771221.4","771221.4"
"60085","348331.5","348331.5","348331.5","","","","","",""
"60093","","","","","","","771365.6","771365.6","771365.6"
"60100","","","","348610.62","348610.62","348610.62","","",""
"60103","348424.56","348424.56","348424.56","","","","","",""
"60104","","","","","","","771509.8","771509.8","771509.8"
"60115","","","","","","","771654.06","771654.06","771654.06"
"60118","","","","348703.66","348703.66","348703.66","","",""
"60121","348517.6","348517.6","348517.6","","","","","",""
"60126","","","","","","","771798.3","771798.3","771798.3"
"60136","","","","348796.7","348796.7","348796.7","","",""
"60137","","","","","","","771942.56","771942.56","771942.56"
"60139","348610.62","348610.62","348610.62","","","","","",""
"60148","","","","","","","772086.75","772086.75","772086.75"
"60154","","","","348889.72","348889.72","348889.72","","",""
"60157","348703.66","348703.66","348703.66","","","","","",""
"60159","","","","","","","772231","772231","772231"
"60170","","","","","","","772375.25","772375.25","772375.25"
"60172","","","","348982.75","348982.75","348982.75","","",""
"60175","348796.7","348796.7","348796.7","","","","","",""
"60181","","","","","","","772519.5","772519.5","772519.5"
"60190","","","","349075.78","349075.78","349075.78","","",""
"60192","","","","","","","772663.7","772663.7","772663.7"
"60193","348889.72","348889.72","348889.72","","","","","",""
"60206","","","","","","","772807.94","772807.94","772807.94"
"60208","","","","349168.8","349168.8","349168.8","","",""
"60211","348982.75","348982.75","348982.75","","","","","",""
"60217","","","","","","","772952.2","772952.2","772952.2"
"60228","","","","","","","773096.44","773096.44","773096.44"
"60229","349075.78","349075.78","349075.78","","","","","",""
"60231","","","","349261.84","349261.84","349261.84","","",""
"60239","","","","","","","773240.6","773240.6","773240.6"
"60247","349168.8","349168.8","349168.8","","","","","",""
"60249","","","","349354.9","349354.9","349354.9","","",""
"60250","","","","","","","773384.9","773384.9","773384.9"
"60261","","","","","","","773529.1","773529.1","773529.1"
"60267","","","","349447.94","349447.94","349447.94","","",""
"60272","","","","","","","773673.4","773673.4","773673.4"
"60273","349261.84","349261.84","349261.84","","","","","",""
"60283","","","","","","","773817.56","773817.56","773817.56"
"60285","","","","349540.97","349540.97","349540.97","","",""
"60291","349354.9","349354.9","349354.9","","","","","",""
"60294","","","","","","","773961.8","773961.8","773961.8"
"60303","","","","349634","349634","349634","","",""
"60305","","","","","","","774106.06","774106.06","774106.06"
"60309","349447.94","349447.94","349447.94","","","","","",""
"60316","","","","","","","774250.3","774250.3","774250.3"
"60321","","","","349727.03","349727.03","349727.03","","",""
"60327","349540.97","349540.97","349540.97","","","","774394.5","774394.5","774394.5"
"60338","","","","","","","774538.75","774538.75","774538.75"
"60339","","","","349820.06","349820.06","349820.06","","",""
"60345","349634","349634","349634","","","","","",""
"60349","","","","","","","774683","774683","774683"
"60357","","","","349913.1","349913.1","349913.1","","",""
"60360","","","","","","","774827.25","774827.25","774827.25"
"60363","349727.03","349727.03","349727.03","","","","","",""
"60371","","","","","","","774971.44","774971.44","774971.44"
"60375","","","","350006.12","350006.12","350006.12","","",""
"60381","349820.06","349820.06","349820.06","","","","","",""
"60382","","","","","","","775115.7","775115.7","775115.7"
"60393","","","","350099.16","350099.16","350099.16","775259.94","775259.94","775259.94"
"60399","349913.1","349913.1","349913.1","","","","","",""
"60404","","","","","","","775404.2","775404.2","775404.2"
"60411","","","","350192.2","350192.2","350192.2","","",""
"60415","","","","","","","775548.4","775548.4","775548.4"
"60417","350006.12","350006.12","350006.12","","","","","",""
"60426","","","","","","","775692.6","775692.6","775692.6"
"60429","","","","350285.25","350285.25","350285.25","","",""
"60435","350099.16","350099.16","350099.16","","","","","",""
"60437","","","","","","","775836.9","775836.9","775836.9"
"60447","","","","350378.28","350378.28","350378.28","","",""
"60448","","","","","","","775981.1","775981.1","775981.1"
"60453","350192.2","350192.2","350192.2","","","","","",""
"60459","","","","","","","776125.3","776125.3","776125.3"
"60465","","","","350471.3","350471.3","350471.3","","",""
"60470","","","","","","","776269.56","776269.56","776269.56"
"60471","350285.25","350285.25","350285.25","","","","","",""
"60481","","","","","","","776413.8","776413.8","776413.8"
"60483","","","","350564.34","350564.34","350564.34","","",""
"60489","350378.28","350378.28","350378.28","","","","","",""
"60500","","","","","","","776558.06","776558.06","776558.06"
"60501","","","","350657.38","350657.38","350657.38","","",""
"60507","350471.3","350471.3","350471.3","","","","","",""
"60511","","","","","","","776702.25","776702.25","776702.25"
"60519","","","","350750.4","350750.4","350750.4","","",""
"60522","","","","","","","776846.5","776846.5","776846.5"
"60525","350564.34","350564.34","350564.34","","","","","",""
"60533","","","","","","","776990.75","776990.75","776990.75"
"60537","","","","350843.44","350843.44","350843.44","","",""
"60543","350657.38","350657.38","350657.38","","","","","",""
"60544","","","","","","","777135","777135","777135"
"60555","","","","350936.47","350936.47","350936.47","777279.2","777279.2","777279.2"
"60561","350750.4","350750.4","350750.4","","","","","",""
"60566","","","","","","","777423.44","777423.44","777423.44"
"60573","","","","351029.5","351029.5","351029.5","","",""
"60577","","","","","","","777567.7","777567.7","777567.7"
"60579","350843.44","350843.44","350843.44","","","","","",""
"60588","","","","","","","777711.94","777711.94","777711.94"
"60591","","","","351122.56","351122.56","351122.56","","",""
"60597","350936.47","350936.47","350936.47","","","","","",""
"60599","","","","","","","777856.1","777856.1","777856.1"
"60609","","","","351215.6","351215.6","351215.6","","",""
"60610","","","","","","","778000.4","778000.4","778000.4"
"60615","351029.5","351029.5","351029.5","","","","","",""
"60621","","","","","","","778144.6","778144.6","778144.6"
"60627","","","","351308.62","351308.62","351308.62","","",""
"60632","","","","","","","778288.9","778288.9","778288.9"
"60633","351122.56","351122.56","351122.56","","","","","",""
"60643","","","","","","","778433.06","778433.06","778433.06"
"60645","","","","351401.66","351401.66","351401.66","","",""
"60651","351215.6","351215.6","351215.6","","","","","",""
"60654","","","","","","","778577.3","778577.3","778577.3"
"60663","","","","351494.7","351494.7","351494.7","","",""
"60665","","","","","","","778721.56","778721.56","778721.56"
"60669","351308.62","351308.62","351308.62","","","","","",""
"60676","","","","","","","778865.8","778865.8","778865.8"
"60681","","","","351587.72","351587.72","351587.72","","",""
"60687","351401.66","351401.66","351401.66","","","","779010","779010","779010"
"60698","","","","","","","779154.25","779154.25","779154.25"
"60703","","","","351680.75","351680.75","351680.75","","",""
"60705","351494.7","351494.7","351494.7","","","","","",""
"60709","","","","","","","779298.5","779298.5","779298.5"
"60720","","","","","","","779442.75","779442.75","779442.75"
"60721","","","","351773.78","351773.78","351773.78","","",""
"60723","351587.72","351587.72","351587.72","","","","","",""
"60731","","","","","","","779586.94","779586.94","779586.94"
"60739","","","","351866.8","351866.8","351866.8","","",""
"60742","","","","","","","779731.2","779731.2","779731.2"
